Time, Ax, Ay, Az, T, Gx, Gy, Gz,
04/12/2019 04:23:30.6720,0.0351906158357771,0.0205278592375367,1.06109481915934,45.8647058823529,1.28048780487805,1219.51219512195,1.95121951219512,
04/12/2019 04:23:30.6710,0.0351906158357771,0.0205278592375367,1.06109481915934,45.8647058823529,1.28048780487805,-1997.98780487805,2.13414634146341,
04/12/2019 04:23:30.7440,0.0347018572825024,0.0166177908113392,1.05865102639296,45.8294117647059,1.15853658536585,-1997.92682926829,2.25609756097561,
04/12/2019 04:23:30.7450,0.0342130987292278,0.0205278592375367,1.05474095796676,45.8411764705882,1.15853658536585,-1997.92682926829,2.31707317073171,
04/12/2019 04:23:30.7460,0.0337243401759531,0.021505376344086,1.04887585532747,45.8441176470588,1.21951219512195,-1997.92682926829,2.37804878048781,
04/12/2019 04:23:30.8190,0.0371456500488759,0.0205278592375367,1.04887585532747,45.8441176470588,1.28048780487805,-1997.80487804878,2.25609756097561,
04/12/2019 04:23:30.8210,0.032258064516129,0.0180840664711632,1.05376344086022,45.8382352941176,1.28048780487805,-1997.86585365854,2.25609756097561,
04/12/2019 04:23:30.8940,0.032258064516129,0.0185728250244379,1.04936461388074,45.8588235294118,1.15853658536585,-1997.80487804878,2.13414634146341,
04/12/2019 04:23:30.6700,0.0351906158357771,0.0205278592375367,1.06109481915934,45.8647058823529,1.28048780487805,60.9756097560976,1.95121951219512,
04/12/2019 04:23:30.8950,0.0347018572825024,0.0161290322580645,1.05327468230694,45.8647058823529,1.09756097560976,-1997.80487804878,2.13414634146341,
04/12/2019 04:23:30.8960,0.0351906158357771,0.0136852394916911,1.05816226783969,45.8647058823529,1.15853658536585,-1997.80487804878,2.07317073170732,
04/12/2019 04:23:30.9690,0.0337243401759531,0.0195503421309873,1.04545454545455,45.8617647058824,1.34146341463415,-1997.86585365854,2.07317073170732,
04/12/2019 04:23:30.9710,0.0327468230694037,0.0185728250244379,1.05816226783969,45.8558823529412,1.40243902439024,-1997.92682926829,2.07317073170732,
04/12/2019 04:23:31.0440,0.0351906158357771,0.0166177908113392,1.04838709677419,45.8882352941176,1.40243902439024,-1997.98780487805,2.31707317073171,
04/12/2019 04:23:31.0450,0.0366568914956012,0.0146627565982405,1.04985337243402,45.8764705882353,1.40243902439024,-1998.04878048781,2.31707317073171,
04/12/2019 04:23:31.1190,0.0376344086021505,0.0190615835777126,1.05327468230694,45.8676470588235,1.40243902439024,-1997.92682926829,2.31707317073171,
04/12/2019 04:23:31.1200,0.0347018572825024,0.0171065493646139,1.05425219941349,45.8735294117647,1.34146341463415,-1997.92682926829,2.31707317073171,
04/12/2019 04:23:31.1210,0.032258064516129,0.0156402737047898,1.05327468230694,45.8852941176471,1.28048780487805,-1997.92682926829,2.31707317073171,
04/12/2019 04:23:31.1940,0.0361681329423265,0.0234604105571848,1.05620723362659,45.8647058823529,1.34146341463415,-1998.04878048781,2.31707317073171,
04/12/2019 04:23:31.1960,0.0337243401759531,0.0161290322580645,1.04692082111437,45.8617647058824,1.28048780487805,-1997.98780487805,2.31707317073171,
04/12/2019 04:23:31.2690,0.0361681329423265,0.0190615835777126,1.05620723362659,45.8705882352941,1.15853658536585,-1997.92682926829,2.19512195121951,
04/12/2019 04:23:31.2700,0.0337243401759531,0.0185728250244379,1.05474095796676,45.8794117647059,1.15853658536585,-1997.98780487805,2.19512195121951,
04/12/2019 04:23:31.2710,0.0337243401759531,0.020039100684262,1.04936461388074,45.8823529411765,1.21951219512195,-1997.98780487805,2.19512195121951,
04/12/2019 04:23:31.4190,0.0342130987292278,0.021505376344086,1.05327468230694,45.8558823529412,1.28048780487805,-1997.86585365854,2.31707317073171,
04/12/2019 04:23:31.4210,0.0312805474095797,0.0166177908113392,1.05278592375367,45.8529411764706,1.28048780487805,-1997.86585365854,2.25609756097561,
04/12/2019 04:23:31.4940,0.0351906158357771,0.0166177908113392,1.05131964809384,45.8617647058824,1.34146341463415,-1997.86585365854,2.13414634146341,
04/12/2019 04:23:31.4950,0.0366568914956012,0.0171065493646139,1.05083088954057,45.8558823529412,1.34146341463415,-1997.92682926829,2.19512195121951,
04/12/2019 04:23:31.4960,0.0337243401759531,0.0171065493646139,1.04789833822092,45.8617647058824,1.34146341463415,-1997.92682926829,2.19512195121951,
04/12/2019 04:23:31.5690,0.0332355816226784,0.0175953079178886,1.05522971652004,45.8588235294118,1.21951219512195,-1997.80487804878,2.25609756097561,
04/12/2019 04:23:31.5710,0.0342130987292278,0.020039100684262,1.06060606060606,45.8529411764706,1.15853658536585,-1997.92682926829,2.25609756097561,
04/12/2019 04:23:31.6440,0.0303030303030303,0.0161290322580645,1.05620723362659,45.8617647058824,1.34146341463415,-1997.86585365854,2.25609756097561,
04/12/2019 04:23:31.6450,0.0317693059628543,0.0180840664711632,1.05278592375367,45.8705882352941,1.34146341463415,-1997.86585365854,2.25609756097561,
04/12/2019 04:23:31.6460,0.0347018572825024,0.0171065493646139,1.04936461388074,45.8705882352941,1.34146341463415,-1997.92682926829,2.19512195121951,
04/12/2019 04:23:31.7190,0.0312805474095797,0.0195503421309873,1.05034213098729,45.8558823529412,1.40243902439024,-1998.04878048781,2.37804878048781,
04/12/2019 04:23:31.7210,0.0342130987292278,0.0190615835777126,1.05083088954057,45.8647058823529,1.40243902439024,0,2.31707317073171,
04/12/2019 04:23:31.7940,0.0337243401759531,0.0195503421309873,1.05425219941349,45.8617647058824,1.34146341463415,-1997.68292682927,2.13414634146341,
