02190,65375,00533,57824,65408,65429,00045,65516,65370,65436,
02218,65268,00451,57824,65389,65417,00076,65518,65376,65434,
01998,65148,00470,57856,65394,65404,00079,65519,65375,65433,
02201,65200,00481,57824,65382,65427,00091,65520,65374,65438,
02107,65271,00456,57856,65366,65435,00094,65517,65375,65435,
02078,65161,00410,57824,65369,65437,00110,65515,65375,65437,
02011,65179,00391,57824,65367,65442,00114,65517,65373,65441,
01995,65168,00403,57824,65359,65450,00130,65520,65374,65434,
01940,65220,00434,57856,65344,65457,00133,65518,65368,65438,
01948,65204,00388,57824,65303,65438,00134,65515,65373,65441,
02044,65239,00386,57824,65284,65441,00138,65512,65372,65438,
01975,65209,00420,57856,65240,65460,00174,65522,65368,65436,
02046,65344,00461,57824,65186,65459,00191,65517,65373,65435,
02107,65391,00501,57824,65123,65450,00207,65520,65374,65434,
02126,65317,00505,57856,65074,65454,00225,65518,65374,65434,
02168,65298,00470,57824,65025,65471,00234,65511,65373,65443,
02190,65296,00486,57856,64979,65477,00252,65520,65370,65436,
02154,65237,00476,57824,64940,65477,00278,65518,65368,65436,
02093,65260,00457,57824,64907,65477,00291,65523,65375,65437,
02122,65254,00410,57856,64885,65483,00292,65519,65373,65435,
02068,65193,00418,57856,64841,65486,00303,65520,65368,65438,
02114,65314,00376,57856,64794,65481,00304,65520,65376,65430,
02082,65421,00371,57824,64764,65476,00290,65518,65370,65432,
02065,65161,00332,57856,64751,65489,00302,65513,65369,65437,
02041,65103,00282,57856,64715,65479,00310,65518,65374,65438,
01991,65191,00264,57856,64691,65499,00318,65520,65372,65440,
02012,65229,00236,57856,64682,65520,00309,65523,65367,65435,
01936,65126,00280,57856,64675,00005,00311,65519,65375,65435,
01913,65042,00272,57824,64660,00012,00301,65525,65371,65437,
01908,65115,00230,57824,64648,00043,00282,65526,65376,65430,
01871,65097,00320,57824,64650,00059,00248,65517,65373,65433,
01994,65047,00345,57824,64652,00031,00224,65519,65369,65441,
02000,65080,00401,57824,64665,00003,00191,65520,65372,65440,
02069,65105,00314,57824,64689,65522,00153,65525,65369,65433,
02093,65159,00309,57824,64710,00004,00114,65525,65375,65437,
02168,65149,00276,57824,64733,00022,00091,65526,65372,65432,
02165,65247,00297,57824,64755,00043,00047,65524,65372,65436,
01921,65279,00361,57824,64778,00082,00029,65520,65374,65434,
01958,65057,00417,57824,64820,00109,00036,65520,65370,65436,
02017,65309,00496,57824,64881,65524,00022,65525,65367,65435,
02209,65093,00300,57824,64921,65522,65531,65519,65371,65441,
02201,65023,00229,57824,64958,00001,65511,65518,65368,65436,
02119,65208,00379,57856,64993,00020,65493,65522,65370,65432,
02239,65122,00265,57824,65029,65526,65468,65521,65369,65437,
02224,65225,00410,57824,65056,00027,65421,65523,65365,65437,
02015,65301,00426,57824,65083,65529,65386,65524,65364,65440,
01933,65180,00263,57824,65112,65506,65375,65522,65368,65436,
01960,65304,00225,57824,65141,00004,65346,65523,65367,65435,
01992,65310,00344,57856,65166,00009,65342,65515,65369,65441,
02105,65284,00363,57856,65200,65530,65317,65521,65367,65437,
02120,65357,00400,57824,65231,65534,65292,65519,65365,65439,
02041,65391,00363,57824,65253,65524,65297,65518,65370,65440,
01995,65366,00339,57824,65273,00003,65304,65518,65370,65432,
02235,65453,00430,57856,65290,65520,65322,65518,65370,65436,
02016,65393,00443,57824,65311,00006,65317,65515,65369,65441,
02120,65350,00404,57824,65334,65526,65317,65518,65370,65432,
02096,65389,00420,57856,65345,65520,65311,65519,65365,65435,
02084,65440,00429,57824,65367,65512,65322,65518,65374,65442,
02140,65533,00390,57856,65381,65511,65330,65515,65369,65437,
02174,65475,00409,57792,65388,65507,65389,65520,65366,65436,
02075,65380,00448,57856,65392,65512,65425,65513,65369,65435,
01986,65352,00537,57824,65395,65516,65414,65512,65366,65436,
02088,65458,00643,57792,65396,65513,65396,65514,65372,65434,
01968,65534,00766,57856,65393,65515,65361,65518,65370,65436,
02056,00146,00836,57824,65403,65509,65324,65514,65368,65440,
02033,00123,00833,57824,65400,65506,65312,65511,65371,65437,
02011,00078,00903,57856,65413,65509,65316,65514,65368,65436,
01977,00059,00963,57824,65412,65517,65330,65513,65369,65439,
01919,65532,01045,57824,65429,65530,65339,65514,65370,65438,
01979,00031,01211,57824,65437,00000,65329,65511,65373,65439,
01885,00159,01255,57824,65440,00000,65330,65512,65372,65436,
01847,00281,01446,57824,65445,00004,65332,65511,65367,65435,
02255,00492,01638,57824,65445,65528,65325,65510,65364,65434,
02009,00186,01665,57824,65462,00037,65327,65509,65369,65439,
01867,00642,02223,57824,65484,00040,65267,65507,65375,65437,
01672,00205,01759,57856,65522,00056,65305,65513,65369,65435,
02016,65443,00005,57824,65510,00029,65417,65511,65371,65441,
02091,65267,00049,57888,65499,00015,65446,65513,65367,65437,
02029,65252,00417,57824,65501,00018,65437,65509,65373,65437,
02301,65501,00415,57824,65509,65526,65418,65506,65368,65438,
02086,65470,00488,57792,65505,65527,65433,65509,65369,65433,
02083,65483,00530,57824,65501,65519,65449,65508,65370,65440,
02060,65409,00478,57856,65497,65512,65461,65498,65370,65438,
02060,65349,00473,57856,65500,65510,65448,65509,65367,65435,
02061,65348,00489,57824,65502,65505,65439,65510,65370,65432,
02066,65349,00480,57824,65502,65501,65425,65510,65370,65438,
02057,65307,00492,57824,65508,65504,65409,65506,65366,65440,
02056,65283,00493,57824,65508,65507,65384,65508,65370,65438,
02061,65268,00479,57824,65510,65503,65359,65510,65366,65440,
02057,65301,00483,57856,65520,65508,65338,65503,65367,65437,
02088,65327,00457,57824,65523,65515,65315,65500,65366,65438,
02081,65404,00407,57792,65526,65507,65309,65507,65375,65437,
02075,65470,00403,57856,65523,65507,65304,65510,65364,65436,
02084,65521,00425,57856,65522,65507,65322,65509,65367,65437,
02079,65518,00454,57792,65515,65507,65340,65513,65365,65439,
02067,00007,00463,57824,65512,65506,65364,65503,65369,65439,
02060,65515,00449,57824,65509,65508,65386,65509,65363,65439,
02062,65523,00440,57824,65507,65505,65400,65504,65370,65440,
02072,65527,00439,57824,65504,65505,65422,65502,65370,65438,
02079,00003,00453,57856,65500,65506,65435,65496,65366,65444,
02080,65525,00442,57824,65495,65509,65454,65503,65369,65439,
02048,65512,00452,57856,65493,65513,65459,65503,65371,65435,
02077,65501,00450,57856,65493,65508,65478,65501,65373,65437,
02081,65476,00453,57824,65489,65511,65474,65503,65375,65437,
02081,65493,00462,57824,65496,65514,65490,65502,65368,65432,
02079,65492,00451,57824,65492,65515,65491,65504,65374,65438,
02078,65494,00440,57824,65490,65516,65501,65505,65371,65437,
02065,65482,00461,57856,65490,65516,65506,65496,65374,65438,
02070,65483,00451,57856,65488,65517,65512,65506,65366,65430,
02072,65488,00450,57824,65488,65520,65521,65505,65371,65435,
02078,65496,00455,57824,65487,65517,65523,65500,65366,65442,
02080,65498,00448,57824,65491,65518,00000,65499,65373,65437,
02073,65497,00447,57824,65486,65519,00005,65505,65371,65439,
02064,65476,00439,57824,65485,65519,00014,65505,65373,65433,
02071,65475,00451,57824,65484,65520,00015,65500,65372,65436,
02068,65472,00463,57824,65485,65520,00017,65495,65377,65439,
02059,65445,00466,57824,65484,65522,00013,65501,65375,65439,
02068,65421,00472,57824,65484,65517,00002,65501,65369,65435,
02074,65420,00457,57824,65485,65517,65529,65502,65372,65436,
02074,65429,00445,57824,65490,65518,65516,65500,65366,65438,
02070,65420,00477,57824,65492,65515,65513,65505,65367,65437,
02090,65430,00480,57824,65490,65518,65499,65505,65369,65437,
02082,65412,00466,57856,65491,65518,65494,65498,65368,65432,
02080,65416,00452,57824,65492,65516,65478,65502,65366,65436,
02068,65412,00462,57824,65493,65517,65473,65493,65367,65435,
02079,65428,00448,57856,65496,65521,65464,65504,65368,65438,
02073,65436,00452,57856,65501,65521,65455,65505,65371,65437,
02081,65416,00452,57824,65502,65522,65446,65499,65373,65437,
02077,65408,00464,57824,65504,65521,65434,65505,65369,65437,
02259,00074,00691,57856,65473,65526,65437,65503,65375,65437,
02299,64074,01104,57824,65492,00127,65260,65506,65372,65436,
02213,64686,00470,57856,65472,65459,65309,65500,65368,65442,
01889,65146,00629,57792,65484,65501,65395,65496,65376,65442,
02013,65384,00509,57824,65510,65498,65393,65501,65371,65433,
02168,65478,00430,57824,65515,65489,65348,65500,65370,65434,
02035,65306,00479,57824,65516,65482,65329,65498,65372,65436,
02009,65236,00509,57824,65527,65474,65306,65500,65368,65432,
02099,65270,00523,57824,00000,65462,65254,65496,65374,65436,
02080,65306,00441,57824,00008,65451,65217,65498,65376,65434,
02073,65299,00478,57824,00015,65443,65173,65500,65370,65432,
02132,65325,00529,57824,00024,65438,65144,65501,65375,65439,
02144,65487,00570,57856,00032,65416,65114,65494,65374,65440,
01858,65378,00570,57824,00014,65411,65113,65499,65371,65437,
02136,65496,00532,57824,00028,65388,65107,65499,65377,65435,
02145,00020,00524,57824,00022,65381,65115,65498,65376,65434,
02376,65476,00293,57824,65521,65346,65149,65495,65367,65433,
02684,00278,00603,57824,65502,65342,65220,65495,65371,65433,
02444,00234,00711,57824,65468,65360,65286,65493,65375,65433,
02268,00119,00694,57856,65426,65385,65364,65493,65375,65427,
02470,00078,00633,57792,65373,65448,65430,65486,65378,65436,
02191,00031,00735,57856,65326,65514,65481,65491,65369,65431,
01870,65532,00852,57856,65268,65504,65527,65485,65375,65433,
01770,65495,00761,57792,65213,65426,00020,65493,65375,65433,
01766,65504,00597,57824,65148,65372,00053,65492,65368,65436,
01785,65495,00501,57824,65077,65344,00072,65494,65376,65428,
01866,65460,00490,57824,65002,65322,00104,65493,65375,65431,
01937,65486,00492,57856,64915,65294,00131,65491,65371,65431,
01839,00113,00506,57824,64823,65275,00125,65488,65378,65434,
02233,65348,00367,57792,64758,65283,00174,65490,65378,65430,
02079,65305,00263,57824,64685,65296,00187,65495,65375,65429,
02177,65438,00493,57824,64597,65348,00188,65492,65374,65430,
02351,65287,00488,57824,64541,65325,00205,65493,65369,65433,
02136,65321,00526,57856,64446,65346,00211,65493,65371,65431,
02148,65266,00437,57824,64378,65357,00214,65489,65371,65431,
02097,65462,00467,57824,64285,65357,00213,65489,65375,65429,
02079,00080,00399,57824,64184,65329,00228,65489,65371,65431,
02014,65475,00368,57856,64123,65310,00206,65484,65376,65436,
01908,65286,00316,57856,64035,65313,00209,65492,65372,65430,
01861,65474,00300,57824,63930,65298,00209,65486,65378,65430,
01999,65420,00299,57824,63862,65313,00229,65491,65373,65429,
02073,65395,00271,57824,63784,65332,00237,65495,65377,65433,
02011,65386,00263,57824,63707,65347,00266,65494,65380,65432,
02125,65347,00243,57824,63620,65368,00292,65484,65374,65434,
02049,65365,00197,57824,63546,65382,00313,65482,65372,65430,
01935,65392,00258,57824,63469,65401,00325,65483,65377,65435,
02093,65257,00098,57824,63429,65385,00351,65483,65375,65429,
02026,65226,00200,57824,63365,65416,00361,65486,65376,65432,
02174,65316,00178,57824,63284,65451,00368,65488,65370,65436,
02232,65384,00181,57824,63228,65446,00401,65488,65376,65434,
02344,65294,00106,57824,63186,65466,00416,65481,65375,65435,
02259,65416,00074,57856,63136,65498,00450,65484,65370,65438,
01996,65165,00117,57824,63104,65507,00476,65487,65371,65437,
02018,65314,00050,57824,63064,65515,00468,65489,65375,65439,
02002,65263,65495,57792,63033,65522,00460,65485,65375,65443,
01927,65192,65459,57824,63012,00016,00445,65486,65376,65440,
01792,65262,65498,57856,62986,00043,00426,65488,65372,65446,
01847,65095,65456,57824,63009,00062,00373,65484,65376,65446,
01885,65139,65501,57824,62997,00098,00336,65487,65365,65441,
01948,65007,65449,57856,63006,00133,00327,65488,65370,65446,
02022,65057,00025,57856,63025,00178,00314,65487,65367,65441,
01833,64952,00037,57824,63049,00229,00291,65487,65371,65447,
01844,64859,00060,57824,63093,00286,00294,65478,65370,65448,
01852,64881,00085,57856,63131,00331,00309,65486,65370,65448,
01928,65050,00112,57824,63171,00363,00326,65484,65366,65448,
01888,64988,00189,57856,63241,00387,00344,65490,65366,65450,
01921,64843,00235,57824,63339,00406,00358,65486,65370,65454,
02214,64765,00410,57824,63384,00411,00347,65486,65366,65456,
03214,64814,00952,57824,63502,00430,00215,65484,65368,65456,
02924,65229,01154,57856,63641,00190,65519,65489,65367,65459,
03595,64787,00428,57824,63736,00277,65511,65486,65366,65466,
01652,65090,00473,57824,63837,00196,00029,65490,65364,65458,
01881,65373,65247,57824,63919,00283,00078,65487,65363,65459,
01571,65438,65377,57824,64039,00289,00035,65487,65367,65461,
01899,64979,65507,57824,64171,00180,65430,65492,65368,65460,
02428,64465,00026,57824,64301,00169,65316,65487,65365,65465,
02151,64774,00145,57824,64424,00150,65137,65487,65367,65465,
01133,65455,00449,57824,64493,00160,65072,65484,65372,65462,
02818,00046,00208,57856,64567,00026,65051,65489,65367,65471,
01703,65437,00569,57856,64616,00146,64985,65478,65366,65468,
02923,00065,00888,57856,64660,00106,64985,65483,65367,65465,
02452,00217,00813,57824,64692,00032,64959,65483,65367,65467,
02334,00106,00665,57824,64704,00050,65011,65484,65366,65470,
02816,00045,00808,57824,64715,00045,65053,65482,65368,65472,
00394,65532,01039,57824,64696,65449,65074,65480,65368,65476,
03220,65097,00900,57824,64748,00092,65066,65482,65368,65462,
01927,00395,01481,57856,64803,00148,64985,65475,65367,65469,
00853,00490,01205,57856,64853,00041,64982,65466,65368,65480,
02232,00502,01339,57824,64933,00220,64948,65473,65373,65471,
01708,65532,01128,57856,64931,00095,64986,65471,65371,65475,
02251,00117,01453,57824,64907,00151,64962,65474,65370,65470,
02263,00160,00831,57824,64934,65534,64996,65470,65372,65470,
64056,01260,01636,57824,64921,00091,65008,65470,65372,65474,
00685,00341,01106,57824,64866,00100,65069,65471,65371,65477,
01914,00484,00727,57856,64911,00029,65057,65472,65368,65474,
01941,00386,00510,57824,64871,00000,65128,65462,65374,65480,
01886,00193,00517,57856,64850,65529,65139,65466,65374,65476,
02172,00224,00455,57856,64830,65530,65156,65472,65372,65474,
01989,65524,00470,57824,64821,00004,65186,65466,65372,65474,
02058,00172,00518,57824,64790,65514,65225,65464,65374,65470,
02050,00391,00199,57856,64753,65531,65264,65468,65372,65476,
02277,00240,00683,57824,64744,00007,65325,65467,65369,65479,
02014,65485,00450,57824,64702,65527,65363,65465,65371,65475,
02011,00078,00669,57824,64683,00001,65412,65466,65374,65478,
02823,65200,64785,57856,64733,65531,00000,65456,65370,65478,
02232,65465,00772,57824,64677,65526,65454,65462,65374,65476,
01968,65482,00606,57824,64639,65535,65454,65467,65371,65475,
01984,65286,00555,57856,64638,00003,65456,65463,65377,65475,
01540,00016,00755,57824,64640,00040,65435,65468,65370,65482,
05019,00018,00153,57792,64655,00018,65444,65458,65374,65482,
01492,00056,00509,57824,64584,65512,65405,65466,65366,65480,
02279,00047,00561,57824,64618,65530,65367,65464,65376,65480,
02014,00000,00178,57824,64624,00025,65398,65459,65371,65479,
03476,65501,00320,57856,64622,65489,65384,65464,65376,65482,
02206,00038,00469,57824,64643,00001,65329,65465,65371,65483,
01957,00079,00260,57824,64647,00065,65360,65464,65376,65482,
02273,00055,00398,57824,64667,65521,65358,65462,65374,65484,
01858,65474,00431,57824,64660,00046,65373,65462,65374,65484,
01905,00362,00320,57856,64705,00000,65327,65465,65375,65485,
02146,00396,00490,57824,64724,00014,65308,65462,65368,65482,
02206,00058,00452,57824,64736,00030,65312,65460,65378,65488,
02162,00128,00386,57824,64734,00004,65335,65464,65374,65492,
02118,00148,00390,57856,64722,00008,65373,65456,65376,65482,
02037,00226,00389,57824,64704,00019,65393,65460,65376,65484,
02054,00235,00327,57824,64689,00019,65414,65462,65374,65490,
02094,00270,00253,57792,64695,00007,65408,65461,65375,65489,
01989,00319,00322,57856,64711,00015,65423,65457,65377,65485,
63795,00791,00355,57824,64647,65380,65500,65461,65375,65485,
01825,65236,00391,57824,64711,65382,00003,65463,65375,65487,
02153,00283,00420,57824,64768,00009,65409,65458,65378,65490,
02075,00208,00201,57824,64805,65535,65347,65462,65378,65490,
02063,00185,00244,57824,64839,65529,65312,65459,65379,65483,
02045,00098,00248,57824,64835,65524,65301,65470,65372,65488,
02122,00149,00257,57824,64832,65516,65291,65459,65379,65487,
02135,00301,00244,57824,64844,65510,65276,65458,65380,65486,
02115,00230,00267,57824,64855,65502,65295,65462,65376,65488,
02085,00269,00307,57824,64833,65493,65297,65457,65375,65487,
02033,00191,00391,57856,64811,65489,65293,65454,65376,65494,
02090,00360,00512,57824,64800,65488,65277,65459,65377,65493,
01951,00411,00537,57824,64776,65489,65286,65455,65377,65491,
01986,00430,00557,57792,64708,65467,65311,65460,65378,65488,
02323,00386,00517,57824,64654,65483,65276,65462,65376,65494,
02272,00457,00747,57824,64581,65444,65213,65458,65376,65494,
03882,01555,00890,57824,63631,65437,65265,65460,65378,65490,
02663,02199,00804,57824,63689,65417,65319,65464,65374,65492,
02236,01912,00263,57824,63730,65393,65142,65454,65378,65500,
01593,00671,00030,57824,63712,65456,65168,65453,65381,65499,
01989,00396,00181,57856,63598,65486,65210,65457,65377,65493,
02072,00631,00080,57856,63547,65494,65285,65463,65383,65499,
02314,01099,00269,57792,63527,00003,65285,65464,65378,65498,
01822,00565,00060,57824,63504,65529,65324,65460,65388,65496,
01903,00416,65463,57856,63453,65507,65394,65461,65383,65501,
02169,00408,65523,57824,63434,65502,65450,65457,65381,65503,
01992,65371,00042,57824,63491,00034,65471,65462,65380,65500,
02265,65203,00352,57824,63589,00009,65408,65456,65380,65512,
02241,64961,00265,57792,63715,65508,65349,65466,65386,65508,
02078,65001,00172,57856,63854,65496,65253,65462,65380,65510,
02144,64415,00131,57824,64015,65485,65313,65460,65382,65508,
02150,64177,00077,57856,64179,65460,65437,65463,65381,65509,
02152,64395,00162,57824,64343,65449,65484,65465,65383,65507,
02297,64612,00212,57824,64483,65448,00076,65467,65379,65509,
02320,64587,00273,57824,64614,65460,00203,65466,65380,65508,
02215,64588,00356,57856,64698,65467,00212,65470,65378,65510,
02309,64471,00312,57824,64752,65461,00203,65465,65381,65515,
02193,64813,00373,57824,64753,65450,00169,65471,65379,65513,
02140,64631,00265,57824,64800,65451,00201,65467,65379,65509,
02117,64950,00398,57792,64806,65461,00255,65472,65376,65514,
01950,64977,00337,57824,64781,65459,00139,65469,65375,65511,
02102,64853,00338,57792,64731,65491,00125,65467,65377,65511,
01889,65095,00381,57824,64668,65520,00113,65474,65376,65510,
01780,65086,00349,57824,64610,00001,00193,65471,65381,65509,
01535,65213,00357,57824,64542,00033,00234,65466,65382,65518,
01438,65175,00406,57824,64450,00070,00278,65473,65377,65515,
01427,65119,00375,57856,64372,00066,00322,65472,65380,65518,
02200,65045,00190,57824,64319,00088,00308,65478,65376,65516,
02506,65011,00666,57824,64269,00253,00240,65476,65378,65510,
02346,00283,00967,57824,64203,00190,00182,65474,65380,65516,
02839,00484,01010,57824,64164,00150,00033,65475,65381,65513,
01944,00152,00589,57824,64105,00184,00044,65481,65375,65517,
01968,00129,00524,57792,64063,00259,00088,65471,65387,65519,
01643,00001,00485,57792,64005,00290,00271,65480,65378,65518,
02968,64976,00302,57824,64059,00081,00250,65479,65383,65519,
02724,65320,00209,57824,64045,00263,00123,65482,65380,65520,
01567,00229,00560,57824,64050,00275,00158,65489,65375,65527,
01638,00220,00797,57856,64022,00304,00120,65484,65374,65524,
02648,65520,00171,57824,64006,00172,00109,65489,65381,65523,
02460,65393,00597,57824,63983,00302,00133,65497,65379,65525,
01232,00555,00674,57824,63924,00227,00156,65488,65382,65524,
01341,00104,00525,57824,63874,00284,00208,65485,65377,65527,
03615,64976,00541,57824,63897,00213,00176,65495,65379,65525,
02018,00722,01061,57856,63787,00247,00064,65496,65382,65532,
01555,65521,00500,57824,63849,00128,00235,65493,65383,65525,
65449,00204,01202,57824,63869,00113,00187,65493,65379,65531,
05388,65368,00447,57824,63897,00387,00059,65496,65380,65524,
01957,65067,00861,57824,63968,65529,00035,65504,65378,65530,
01919,65327,01133,57792,64121,00229,00004,65500,65380,65534,
00315,65478,00618,57824,64215,00079,65498,65497,65383,00003,
01573,65104,01014,57792,64273,00055,65439,65505,65383,65535,
00738,65271,00766,57824,64339,00181,65474,65504,65382,65530,
01751,65415,01124,57856,64414,00095,65316,65504,65378,65534,
01647,00792,01136,57824,64479,00192,65262,65506,65380,65534,
01821,00386,01211,57792,64490,00193,65348,65504,65378,65532,
02403,00731,00969,57824,64554,00077,65329,65509,65381,65531,
01251,00750,01214,57824,64562,00173,65302,65509,65385,65535,
02530,00401,01088,57824,64583,00148,65348,65508,65378,65534,
02030,00650,00774,57856,64603,65521,65319,65502,65380,00004,
02561,00528,00318,57824,64648,00108,65353,65514,65380,65534,
02297,65530,00992,57824,64700,00228,65295,65512,65384,00000,
02278,00070,00416,57824,64766,00042,65196,65515,65383,00001,
01338,00579,00735,57856,64781,00157,65162,65510,65384,65534,
03782,00104,00856,57824,64850,00030,65108,65513,65383,00001,
00503,00857,00295,57824,64892,00051,65125,65515,65383,00003,
02943,65463,00150,57792,64932,00052,65129,65514,65378,65534,
01559,00031,00785,57824,64993,65534,65075,65503,65389,00005,
02412,00295,00155,57856,64990,00028,65130,65508,65380,00002,
02530,65370,00821,57856,64998,00090,65246,65508,65386,00006,
01914,65530,00440,57824,65000,65478,65184,65513,65387,65535,
64967,00903,65385,57792,64997,00078,65295,65508,65384,65532,
03844,65286,00878,57792,64974,65531,65381,65506,65384,00000,
02033,00200,00745,57824,64943,65504,65287,65512,65382,00006,
02031,00139,65355,57824,64873,00027,65510,65511,65383,00005,
02539,00200,00529,57824,64909,00064,65465,65504,65384,00008,
02702,00098,00565,57856,64867,65433,65445,65514,65380,00006,
01483,00472,00530,57824,64802,00195,65518,65509,65387,00003,
02577,00094,01154,57824,64796,00075,65466,65510,65384,00002,
01754,00099,00657,57824,64806,00029,65402,65512,65382,00004,
01998,65420,00457,57792,64779,00198,65494,65512,65384,00002,
01458,65237,00921,57792,64758,00110,65511,65512,65384,00004,
02233,00016,00793,57792,64747,00133,65462,65515,65387,00003,
02915,00137,00540,57824,64730,00102,65475,65518,65384,00000,
00284,00090,00441,57824,64716,00044,00067,65508,65384,00004,
02119,65421,00863,57856,64742,00187,00089,65512,65390,00006,
03191,00546,64063,57824,64814,00145,00138,65511,65381,00001,
02420,00168,00511,57824,64741,65476,00198,65518,65384,00006,
02871,00183,00325,57856,64726,00109,00147,65514,65382,00008,
00938,64998,00537,57824,64674,00065,00224,65517,65387,00009,
03416,65430,00795,57824,64723,00096,00124,65520,65386,00002,
01908,00185,00628,57824,64683,00032,00076,65519,65389,00003,
02279,00214,01192,57824,64632,00117,00070,65515,65387,00013,
01316,64654,00334,57824,64662,65414,00121,65520,65388,65534,
00899,65074,01276,57792,64685,00201,65532,65515,65387,00003,
02471,65075,00083,57824,64788,00012,65520,65521,65385,65535,
01503,65509,00224,57824,64729,00107,65525,65523,65383,00001,
02068,65005,00372,57824,64714,00067,00114,65526,65386,00002,
02154,00136,01238,57824,64744,00081,65513,65521,65383,00003,
02423,65533,65531,57824,64755,00183,00138,65528,65382,00004,
02148,65526,00729,57824,64693,00168,00150,65527,65385,00007,
02066,65474,00764,57856,64665,00127,00077,65520,65390,00010,
02564,00383,00429,57824,64644,00071,00124,65524,65388,00004,
02277,00170,00403,57824,64682,00163,00198,65534,65386,00004,
01261,65156,00933,57792,64694,00207,00184,65524,65388,00008,
03219,65377,00384,57824,64701,00023,00125,65528,65388,00010,
01358,65472,00608,57792,64763,00279,00119,65529,65387,00007,
04011,65343,00433,57824,64867,00033,00104,00000,65388,00004,
02020,00192,00649,57824,64867,00119,65530,65530,65386,00000,
02428,65457,00433,57824,64910,00057,65505,65527,65389,00007,
02044,65342,00446,57824,64952,00051,65471,65533,65391,00007,
01886,00116,00538,57824,65011,00123,65425,65535,65387,00003,
02526,64649,65515,57856,65062,00033,00017,65535,65387,00007,
02250,65176,00656,57824,65085,00050,65367,00002,65392,00006,
01269,00253,00165,57824,65131,00066,65348,00001,65389,00003,
03371,00037,00468,57824,65094,00069,65443,00000,65390,00012,
01397,65420,00899,57792,65151,00035,65421,00003,65385,00007,
02807,65472,65409,57824,65137,00066,65434,65529,65383,00003,
00600,00441,00629,57824,65127,00073,65492,00004,65388,00010,
02997,00374,00621,57856,65132,00091,65411,00001,65387,00003,
01730,00142,00469,57824,65133,00047,65431,00004,65394,00008,
01511,65505,00325,57824,65131,00067,65506,65532,65390,00010,
